STOP_ID,STOP_NAME,anear_dist,ROADNAME,ABB,ANODE,BNODE,nnear_dist,NODE,relevancy,off_network
208w0215,Church/Kostner,17.8282667415,CHURCH ST,13739-13879-1,13739,13879,1277.49729564,13879.0,80,0
208w0220,Church/Lowell,18.9985237634,CHURCH ST,13739-13879-1,13739,13879,947.793370765,13879.0,80,0
208w0225,Church/Kildare,18.4105950617,CHURCH ST,13739-13879-1,13739,13879,616.743255521,13879.0,80,0
208w0230,Church/Tripp,18.3038961597,CHURCH ST,13739-13879-1,13739,13879,296.588944528,13879.0,80,0
208w0235,Church/Keeler,18.2894809916,CHURCH ST,13919-13879-1,13919,13879,53.1614230936,13879.0,80,0
208w0240,Church/Kedvale,19.8166225858,CHURCH ST,13919-13879-1,13919,13879,366.980600448,13879.0,80,0
208w0245,Church/Karlov,19.7733290438,CHURCH ST,13919-13879-1,13919,13879,617.556309871,13919.0,80,0
208w0250,Church/Keystone,20.2307052442,CHURCH ST,13919-13879-1,13919,13879,296.659659108,13919.0,80,0
208w0255,Church/Crawford,18.8747834479,CHURCH ST,13919-14061-1,13919,14061,101.849644299,13919.0,80,0
208w0260,Church/Harding/Four Winds,13.7843043125,CHURCH ST,13919-14061-1,13919,14061,346.799376997,13919.0,80,0
208w0265,Church/Springfield,16.1668757872,CHURCH ST,13919-14061-1,13919,14061,689.850031565,13919.0,80,0
208w0270,Church/Avers,13.7907009762,CHURCH ST,13919-14061-1,13919,14061,1012.706199,13919.0,80,0
208w0280,Church/Hamlin,17.6196562585,CHURCH ST,13919-14061-1,13919,14061,1256.64692921,14061.0,80,0
208w0285,Church/Ridgeway,20.2107131211,CHURCH ST,13919-14061-1,13919,14061,940.280421738,14061.0,80,0
208w0290,Church/Lawndale/Dr. Korczak,16.2984384717,CHURCH ST,13919-14061-1,13919,14061,615.812014491,14061.0,80,0
208w0300,Church/Central Park,18.848640204,CHURCH ST,14061-14098-1,14061,14098,64.7779972523,14061.0,80,0
208w0305,Church/Drake,13.2738200271,CHURCH ST,14061-14098-1,14061,14098,378.022636812,14061.0,80,0
208w0310,Church/Lincolnwood,18.5834110443,CHURCH ST,14061-14098-1,14061,14098,318.215767733,14098.0,80,0
208w0315,Church/East Prairie,12.4838854457,CHURCH ST,14147-14098-1,14147,14098,74.2277958989,14098.0,80,0
208w0320,Church/Ewing,16.4256536604,CHURCH ST,14147-14098-1,14147,14098,484.058103288,14098.0,80,0
208w0330,Lavergne/Golf,87.626453589,GOLF RD,13690-24068-1,13690,24068,88.2408198828,24068.0,73,0
208w0335,Golf/Lawler,42.006408158,GOLF RD,24068-13615-1,24068,13615,73.5823965359,13615.0,73,0
208w0340,Golf/Le Claire,29.642705766,GOLF RD,13615-13530-1,13615,13530,284.205029773,13615.0,73,0
208w0345,Golf/Leamington,20.7282631373,GOLF RD,13615-13530-1,13615,13530,633.51388648,13615.0,73,0
208w0350,Golf/Laramie,21.2870371703,GOLF RD,13615-13530-1,13615,13530,704.991175443,13530.0,73,0
208w0355,Golf/Terminal,15.5998747092,GOLF RD,13615-13530-1,13615,13530,324.46198352,13530.0,73,0
208w0360,Golf/Lockwood,18.0428559097,GOLF RD,13615-13530-1,13615,13530,37.7876292933,13530.0,73,0
208w0365,Golf/Woods Dr.,23.818031654,GOLF RD,13478-13530-1,13478,13530,71.2909237474,13478.0,73,0
208w0370,Golf/Harms,24.4303294385,GOLF RD,13435-13478-1,13435,13478,79.6601931969,13435.0,73,0
209e0000,Northwest Transportation Center,883.875620351,IL 72 / HIGGINS RD,9706-9873-1,9706,9873,1141.52223338,9873.0,21,1
209e0001,Woodfield Mall (Entrance 1),1320.31159006,IL 58 / GOLF RD,9710-9847-1,9710,9847,1975.90139739,9847.0,32,1
209e0005,Golf/Algonquin,31.4663739923,IL 58 / GOLF RD,10467-10586-1,10467,10586,232.051365405,10467.0,47,0
209e0010,Golf/Fernandez,27.2411182551,IL 58 / GOLF RD,10467-10586-1,10467,10586,844.465745593,10467.0,52,0
209e0015,Golf/Highland,29.4737933039,IL 58 / GOLF RD,10467-10586-1,10467,10586,1405.50862353,10467.0,62,0
209e0020,Golf/Milbrook,32.8258803802,IL 58 / GOLF RD,10467-10586-1,10467,10586,1108.66940834,10586.0,62,0
209e0025,Golf/Arlington Towne Square,57.9528481863,IL 58 / GOLF RD,10467-10586-1,10467,10586,525.263887145,10586.0,47,0
209e0030,Golf/Arlington Heights Rd.,62.7109493565,IL 58 / GOLF RD,10586-10663-1,10586,10663,147.487929,10586.0,70,0
209e0035,Golf/Traffic Signal/Chase,59.1619703336,IL 58 / GOLF RD,10586-10663-1,10586,10663,838.965698634,10586.0,53,0
209e0040,Golf/Goebbert,40.4742566824,IL 58 / GOLF RD,10586-10663-1,10586,10663,93.7932605053,10663.0,47,0
209e0045,Golf/Meier,19.6954490999,IL 58 / GOLF RD,10719-10663-1,10719,10663,82.2017365569,10719.0,61,0
209e0050,Golf/Arbor,26.306558826,IL 58 / GOLF RD,10835-10719-1,10835,10719,401.922057126,10719.0,57,0
209e0055,Golf/Grove,25.5058386976,IL 58 / GOLF RD,10835-10719-1,10835,10719,935.815173131,10719.0,57,0
209e0060,Golf/Oakwood,26.6144158823,IL 58 / GOLF RD,10835-10719-1,10835,10719,1009.91066899,10835.0,50,0
209e0065,Golf/Pace Sign/Wally's Market,25.7907596841,IL 58 / GOLF RD,10835-10719-1,10835,10719,384.801474688,10835.0,47,0
209e0070,Golf/Busse,30.2902041615,IL 58 / GOLF RD,10835-11080-1,10835,11080,158.126003458,10835.0,57,0
209e0075,Golf/Edgewood,28.3791629293,IL 58 / GOLF RD,10835-11080-1,10835,11080,682.321534353,10835.0,47,0
209e0077,Golf/Robert,22.5516349189,IL 58 / GOLF RD,10835-11080-1,10835,11080,1157.84452239,10835.0,53,0
209e0080,Golf/Cypress/Waverly,36.8901982078,IL 58 / GOLF RD,10835-11080-1,10835,11080,1400.85695192,11080.0,47,0
209e0085,Golf/Lancaster,44.3764900614,IL 58 / GOLF RD,10835-11080-1,10835,11080,1131.2579641,11080.0,52,0
209e0090,Golf/We-Go,34.8592523932,IL 58 / GOLF RD,10835-11080-1,10835,11080,723.291926328,11080.0,57,0
209e0100,Golf/Nawata,38.0674422977,IL 58 / GOLF RD,10835-11080-1,10835,11080,307.226746757,11080.0,53,0
209e0105,Golf/Linneman,23.3605689909,IL 58 / GOLF RD,10835-11080-1,10835,11080,56.9230883711,11080.0,47,0
209e0115,Golf/Hunt Club/Wa-Pella,31.1253427196,IL 58 / GOLF RD,11147-11080-1,11147,11080,613.911245084,11080.0,47,0
209e0120,Golf/Hi-Lusi,33.0656065459,IL 58 / GOLF RD,11147-11080-1,11147,11080,726.909539521,11147.0,56,0
209e0130,Golf/Elmhurst,36.4602916527,IL 58 / GOLF RD,11147-11080-1,11147,11080,267.5280142,11147.0,54,0
209e0135,Golf/Pace Shelter/Country Ln.,37.9708564371,IL 58 / GOLF RD,11147-11287-1,11147,11287,827.95245011,11147.0,47,0
209e0140,Golf/Beau,35.8978927836,IL 58 / GOLF RD,11147-11287-1,11147,11287,1257.66557887,11147.0,62,0
209e0145,Golf/Shannon/Maple,29.0626665187,IL 58 / GOLF RD,11147-11287-1,11147,11287,948.927899271,11287.0,47,0
209e0155,Golf/Elm,33.780994611,IL 58 / GOLF RD,11147-11287-1,11147,11287,440.573343069,11287.0,67,0
209e0160,Golf/Marshall/School,28.7346548432,IL 58 / GOLF RD,11147-11287-1,11147,11287,50.3424185597,11287.0,47,0
209e0165,Golf/Owen,25.8677946736,IL 58 / GOLF RD,11401-11287-1,11401,11287,363.330800949,11287.0,62,0
209e0170,Golf/William,27.387349214,IL 58 / GOLF RD,11401-11287-1,11401,11287,665.731958642,11287.0,56,0
209e0175,Golf/Louis,31.5516523013,IL 58 / GOLF RD,11401-11287-1,11401,11287,1154.82409063,11287.0,57,0
209e0180,Golf/Wilkins/Golfview,33.2343276176,IL 58 / GOLF RD,11401-11287-1,11401,11287,927.919117915,11401.0,47,0
209e0185,Golf/Mt. Prospect,33.9779963934,IL 58 / GOLF RD,11401-11287-1,11401,11287,146.393840093,11401.0,48,0
209e0190,Golf/Radcliffe,33.9069752796,IL 58 / GOLF RD,11401-11534-1,11401,11534,451.914294117,11401.0,52,0
209e0195,Golf/Cumberland Pkwy.,34.8621941737,IL 58 / GOLF RD,11401-11534-1,11401,11534,1032.18917902,11401.0,47,0
209e0200,Golf/Warrington,32.9627048405,IL 58 / GOLF RD,11401-11534-1,11401,11534,713.835881581,11534.0,47,0
209e0205,Golf/Wolf,32.0926782392,WOLF RD,11558-11534-1,11558,11534,61.0219779565,11534.0,73,0
209e0210,Golf/State/Cumberland Circle,18.5488138279,STATE ST,11522-11542-1,11522,11542,261.539727785,11542.0,77,0
209e0215,State/Stratford,18.7984922814,STATE ST,11522-11542-1,11522,11542,440.549185399,11542.0,77,0
209e0220,State/Cornell/Northwest Hwy.,21.1260022376,STATE ST,11522-11542-1,11522,11542,169.943872193,11522.0,77,0
209e0225,Northwest Hwy./Cumberland Metra Station,18.2559376327,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,693.183550177,11522.0,81,0
209e0230,Northwest Hwy./Broadway,14.4792266018,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,1580.63109241,11522.0,81,0
209e0240,Northwest Hwy./Littelfuse,19.6706165307,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,3388.19973913,11522.0,81,0
209e0245,Northwest Hwy./Pace Northwest Garage,19.4227268746,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,3870.54760982,11522.0,81,0
209e0260,Miner/Western,12.8449958987,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,1572.34799277,11757.0,38,0
209e0265,Miner/Perry,15.4389111573,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,1130.49923385,11757.0,20,0
209e0270,Miner/Laurel,13.6480073424,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,781.293472132,11757.0,19,0
209e0275,Miner/Jefferson,12.5190750326,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,564.463096754,11757.0,18,0
209e0280,Miner/Graceland,15.1473546327,US 14 / NORTHWEST HWY,11522-11757-1,11522,11757,43.4989128551,11757.0,18,0
209e0285,Miner/Lee,5.4886571931,US 14 / MINER ST,11780-11757-1,11780,11757,66.3131369639,11780.0,71,0
209e0290,Miner/Northwest Hwy.,46.6039906515,NORTHWEST HWY,12002-12042-1,12002,12042,109.549584203,12002.0,100,0
209e0295,Northwest Hwy./Pace Sign/Park Ridge Pointe,8.93731688103,NORTHWEST HWY,12042-12209-1,12042,12209,1099.81791904,12042.0,100,0
209e0305,Northwest Hwy./Lundergan,10.0609359563,NORTHWEST HWY,12042-12209-1,12042,12209,1638.87556561,12042.0,100,0
209e0315,Northwest Hwy./Renaissance/Elliot,15.5063453268,NORTHWEST HWY,12042-12209-1,12042,12209,1584.70212706,12209.0,100,0
209e0320,Northwest Hwy./Good,14.6742388633,NORTHWEST HWY,12042-12209-1,12042,12209,1113.20589573,12209.0,100,0
209e0325,Northwest Hwy./Manor,15.6704226536,NORTHWEST HWY,12042-12209-1,12042,12209,633.831666322,12209.0,100,0
209e0330,Northwest Hwy./Hoffman,15.1348911055,NORTHWEST HWY,12042-12209-1,12042,12209,354.919579042,12209.0,100,0
209e0335,Northwest Hwy./Potter,16.7463049417,NORTHWEST HWY,12042-12209-1,12042,12209,44.9716511807,12209.0,100,0
209e0387,Busse/Dee,25.6305507421,BUSSE HWY,12504-12280-1,12504,12280,140.61933513,12280.0,71,0
209e0390,Busse/Bouterse,24.7909470503,BUSSE HWY,12504-12280-1,12504,12280,347.390248968,12280.0,71,0
209e0395,Busse/Rowe,20.9980106432,BUSSE HWY,12504-12280-1,12504,12280,628.9943999,12280.0,74,0
209e0400,Busse/Shibley,16.6909009986,BUSSE HWY,12504-12280-1,12504,12280,976.262769584,12280.0,73,0
209e0405,Busse/Seeley,18.0916064122,BUSSE HWY,12504-12280-1,12504,12280,1364.93153587,12280.0,71,0
209e0410,Busse/Hamlin,25.1232954907,BUSSE HWY,12504-12280-1,12504,12280,1669.42507623,12280.0,71,0
209e0415,Busse/Wilkinson,23.3620956083,BUSSE HWY,12504-12280-1,12504,12280,1854.18691271,12280.0,71,0
209e0420,Busse/Seminary,27.8652274326,BUSSE HWY,12504-12280-1,12504,12280,2216.06766022,12504.0,71,0
209e0425,Busse/Western,26.5920006138,BUSSE HWY,12504-12280-1,12504,12280,1636.6358966,12504.0,71,0
209e0430,Busse/Mid-Block/Pace Sign,26.4927837659,BUSSE HWY,12504-12280-1,12504,12280,1200.92116383,12504.0,71,0
209e0435,Busse/Greenwood,24.8156830048,BUSSE HWY,12504-12280-1,12504,12280,58.1128087525,12504.0,71,0
209e0445,Busse/Elm,22.5948659956,BUSSE HWY,12645-12504-1,12645,12504,669.91960684,12504.0,71,0
209e0460,Busse/Touhy,30.8100385883,BUSSE HWY,12645-12504-1,12645,12504,255.182938255,12645.0,80,0
209e0465,Touhy/Summit,36.0766326008,TOUHY AVE,12645-12689-1,12645,12689,254.4563972,12645.0,71,0
209e0470,Touhy/Mid-Block/CTA Sign,37.6008142127,TOUHY AVE,12645-12689-1,12645,12689,352.98940217,12689.0,71,0
209e0475,Touhy/Northwest Hwy.,20.3434416825,NORTHWEST HWY,12689-12868-1,12689,12868,205.654793132,12689.0,100,0
209e0480,Northwest Hwy./Summit of Park Ridge,5.22820364703,NORTHWEST HWY,12689-12868-1,12689,12868,543.174863878,12689.0,100,0
209e0485,Northwest Hwy./Ridge,9.95779706853,NORTHWEST HWY,12689-12868-1,12689,12868,943.481105937,12689.0,100,0
209e0490,Northwest Hwy./Washington (N),14.0483155263,NORTHWEST HWY,12689-12868-1,12689,12868,1153.28995367,12689.0,100,0
209e0495,Northwest Hwy./Washington (S),11.1064451611,NORTHWEST HWY,12689-12868-1,12689,12868,1393.47327483,12689.0,100,0
209e0515,Northwest Hwy./George S. May Way,16.613052382,NORTHWEST HWY,12689-12868-1,12689,12868,1930.7937712,12689.0,100,0
209e0518,Northwest Hwy./Berry,11.9116181391,NORTHWEST HWY,12689-12868-1,12689,12868,2317.97774451,12689.0,100,0
